#15#c_ip:1 c_port:2 c_pkts_all:3 c_rst_cnt:4 c_ack_cnt:5 c_ack_cnt_p:6 c_bytes_uniq:7 c_pkts_data:8 c_bytes_all:9 c_pkts_retx:10 c_bytes_retx:11 c_pkts_ooo:12 c_syn_cnt:13 c_fin_cnt:14 s_ip:15 s_port:16 s_pkts_all:17 s_rst_cnt:18 s_ack_cnt:19 s_ack_cnt_p:20 s_bytes_uniq:21 s_pkts_data:22 s_bytes_all:23 s_pkts_retx:24 s_bytes_retx:25 s_pkts_ooo:26 s_syn_cnt:27 s_fin_cnt:28 first:29 last:30 durat:31 c_first:32 s_first:33 c_last:34 s_last:35 c_first_ack:36 s_first_ack:37 c_isint:38 s_isint:39 c_iscrypto:40 s_iscrypto:41 con_t:42 p2p_t:43 http_t:44 c_rtt_avg:45 c_rtt_min:46 c_rtt_max:47 c_rtt_std:48 c_rtt_cnt:49 c_ttl_min:50 c_ttl_max:51 s_rtt_avg:52 s_rtt_min:53 s_rtt_max:54 s_rtt_std:55 s_rtt_cnt:56 s_ttl_min:57 s_ttl_max:58 p2p_st:59 ed2k_data:60 ed2k_sig:61 ed2k_c2s:62 ed2k_c2c:63 ed2k_chat:64 c_f1323_opt:65 c_tm_opt:66 c_win_scl:67 c_sack_opt:68 c_sack_cnt:69 c_mss:70 c_mss_max:71 c_mss_min:72 c_win_max:73 c_win_min:74 c_win_0:75 c_cwin_max:76 c_cwin_min:77 c_cwin_ini:78 c_pkts_rto:79 c_pkts_fs:80 c_pkts_reor:81 c_pkts_dup:82 c_pkts_unk:83 c_pkts_fc:84 c_pkts_unrto:85 c_pkts_unfs:86 c_syn_retx:87 s_f1323_opt:88 s_tm_opt:89 s_win_scl:90 s_sack_opt:91 s_sack_cnt:92 s_mss:93 s_mss_max:94 s_mss_min:95 s_win_max:96 s_win_min:97 s_win_0:98 s_cwin_max:99 s_cwin_min:100 s_cwin_ini:101 s_pkts_rto:102 s_pkts_fs:103 s_pkts_reor:104 s_pkts_dup:105 s_pkts_unk:106 s_pkts_fc:107 s_pkts_unrto:108 s_pkts_unfs:109 s_syn_retx:110 http_req_cnt:111 http_res_cnt:112 http_res:113 c_pkts_push:114 s_pkts_push:115 c_tls_SNI:116 s_tls_SCN:117 c_npnalpn:118 s_npnalpn:119 c_tls_sesid:120 c_last_handshakeT:121 s_last_handshakeT:122 c_appdataT:123 s_appdataT:124 c_appdataB:125 s_appdataB:126 fqdn:127 dns_rslv:128 req_tm:129 res_tm:130 http_hostname:131
172.16.1.200 37984 9466 0 9465 3 67870346 9461 67887722 12 17376 0 1 1 172.16.1.1 50907 7677 0 7677 7673 1906 2 1906 0 0 0 1 1 1536926609071.225098 1536926621376.061035 12304.836000 24.796000 49.525000 12053.559000 88.734000 24.106000 48.913000 1 1 0 0 8192 0 0 24.381013 24.087000 37.254000 0.596380 2173 64 64 0.202995 0.010000 0.763000 0.373398 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 49232 12 47104 42340 0 290259 1 343 0 6 0 0 6 0 0 0 0 1 1 8 1 1715 1460 1018 888 650240 23552 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 8048 2 - - 0 0 0 58.096000 88.734000 89.497000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 37982 9013 0 9012 3 68395467 9008 68412843 12 17376 0 1 1 172.16.1.1 50907 7339 0 7339 7335 1906 2 1906 0 0 0 1 1 1536926609070.885010 1536926621376.193115 12305.308000 24.571000 49.132000 12147.701000 79.624000 24.192000 48.721000 1 1 0 0 8192 0 0 24.383359 24.096000 38.283000 0.497058 2216 64 64 0.114497 0.010000 0.389000 0.183471 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 60816 9 47104 42340 0 326547 1 343 0 5 0 0 7 0 0 0 0 1 1 8 1 1819 1460 1018 888 670720 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 7631 2 - - 0 0 0 52.126000 79.624000 80.013000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 53250 12 0 11 3 2970 7 2970 0 0 0 1 1 172.16.1.1 50582 8 0 8 4 1906 2 1906 0 0 0 1 1 1536926623142.301025 1536926623357.892090 215.591000 25.373000 50.567000 151.032000 88.768000 24.230000 49.637000 1 1 0 0 8192 0 0 25.114415 24.175000 29.515000 2.156027 6 64 64 0.164746 0.023000 0.584000 0.279505 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 1369 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 38400 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 7 2 - - 0 0 0 59.253000 88.768000 89.352000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 53248 11 0 10 3 2825 6 2825 0 0 0 1 1 172.16.1.1 50582 8 0 8 4 1906 2 1906 0 0 0 1 1 1536926623142.221924 1536926623357.906982 215.685000 25.433000 50.691000 151.154000 88.893000 24.277000 49.705000 1 1 0 0 8192 0 0 25.134248 24.164000 29.604000 2.189944 6 64 64 0.145246 0.013000 0.513000 0.245303 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 1369 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 35584 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 6 2 - - 0 0 0 59.289000 88.893000 89.406000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 53246 14 0 13 3 5116 9 5116 0 0 0 1 1 172.16.1.1 50582 9 0 9 5 1906 2 1906 0 0 0 1 1 1536926623142.144043 1536926623358.034912 215.891000 25.023000 50.127000 151.176000 84.953000 24.315000 49.323000 1 1 0 0 8192 0 0 25.065928 24.161000 29.684000 2.038579 7 64 64 0.162246 0.025000 0.562000 0.266535 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 2346 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 41984 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 9 2 - - 0 0 0 55.269000 84.953000 85.515000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 53244 15 0 14 3 6989 10 6989 0 0 0 1 1 172.16.1.1 50582 9 0 9 5 1906 2 1906 0 0 0 1 1 1536926623142.038086 1536926623358.163086 216.125000 25.106000 50.197000 151.267000 85.018000 24.373000 49.392000 1 1 0 0 8192 0 0 29.112011 24.203000 57.559000 11.646587 8 64 64 0.163996 0.014000 0.578000 0.276479 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 3178 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 44032 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 10 2 - - 0 0 0 55.371000 85.018000 85.596000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 42676 18130 0 18129 3 206082291 18125 206098010 11 15719 0 1 1 172.16.1.1 50961 19163 0 19163 19159 1906 2 1906 0 0 0 1 1 1536926608460.235107 1536926644395.099121 35934.864000 25.055000 49.874000 35756.832000 87.809000 24.247000 49.659000 1 1 0 0 8192 0 0 24.365022 24.083000 62.332000 0.701246 7751 64 64 0.224494 0.032000 0.790000 0.377019 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 55024 8 47104 42340 0 296826 1 343 0 3 0 0 8 0 0 0 0 1 1 8 1 5541 1460 1018 888 600320 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 13982 2 - - 0 0 0 57.560000 87.809000 88.599000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 42674 18409 0 18408 3 206374811 18404 206395084 15 20273 0 1 1 172.16.1.1 50961 19352 0 19352 19348 1906 2 1906 0 0 0 1 1 1536926608460.157959 1536926644395.188965 35935.031000 25.113000 50.293000 35774.881000 87.906000 24.354000 49.759000 1 1 0 0 8192 0 0 24.358442 24.081000 45.154000 0.597865 7925 64 64 0.215995 0.023000 0.761000 0.363425 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 55024 7 47104 42340 0 337918 1 343 0 8 0 0 7 0 0 0 0 1 1 8 1 5754 1460 1018 888 750080 23552 1 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 14208 2 - - 0 0 0 57.622000 87.906000 88.667000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 42672 18383 0 18382 3 206240282 18378 206256210 11 15928 0 1 1 172.16.1.1 50961 19497 0 19497 19493 1906 2 1906 0 0 0 1 1 1536926608460.083008 1536926644395.241943 35935.159000 24.715000 49.849000 35775.422000 87.909000 24.288000 48.996000 1 1 0 0 8192 0 0 24.373709 24.075000 36.670000 0.554528 7799 64 64 0.224994 0.024000 0.810000 0.390078 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 55024 4 47104 42340 0 299740 1 343 0 9 0 0 2 0 0 0 0 1 1 8 1 5633 1460 1018 888 708608 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 14102 2 - - 0 0 0 57.676000 87.909000 88.719000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 42670 18374 0 18373 3 205864722 18369 205876306 8 11584 0 1 1 172.16.1.1 50961 19432 0 19432 19428 1906 2 1906 0 0 0 1 1 1536926608459.553955 1536926644395.311035 35935.757000 24.706000 49.475000 35735.255000 79.718000 24.384000 48.980000 1 1 0 0 8192 0 0 24.351070 24.072000 40.071000 0.468800 8001 64 64 0.122747 0.019000 0.384000 0.174720 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 52128 9 47104 42340 0 283152 1 343 0 6 0 0 2 0 0 0 0 1 1 8 1 5826 1460 1018 888 579328 10240 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 14183 2 - - 0 0 0 52.409000 79.718000 80.102000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 58218 5152 0 5151 3 71429982 5147 71445910 11 15928 0 1 1 172.16.1.1 50773 5433 0 5433 5429 1906 2 1906 0 0 0 1 1 1536926631867.365967 1536926646535.906006 14668.540000 25.341000 50.940000 14451.985000 90.592000 24.263000 49.557000 1 1 0 0 8192 0 0 24.443383 24.095000 31.137000 0.561064 2427 64 64 0.096748 0.013000 0.327000 0.153737 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 47784 9 47104 42340 0 281344 1 343 0 7 0 0 4 0 0 0 0 1 1 8 1 1585 1460 1018 888 546560 512 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 3348 2 - - 0 0 0 59.707000 90.592000 90.919000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 58216 5572 0 5571 3 72153653 5567 72166685 9 13032 0 1 1 172.16.1.1 50773 5749 0 5749 5745 1906 2 1906 0 0 0 1 1 1536926631867.305908 1536926646535.919922 14668.614000 25.119000 50.624000 14520.951000 88.665000 24.155000 49.340000 1 1 0 0 8192 0 0 24.439175 24.105000 37.301000 0.664158 2443 64 64 0.218245 0.007000 0.831000 0.408604 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 55024 8 47104 42340 0 298767 1 343 0 4 0 0 5 0 0 0 0 1 1 8 1 1617 1460 1018 888 700672 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 3806 2 - - 0 0 0 57.695000 88.665000 89.496000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 58214 5672 0 5671 3 70952163 5667 70963747 8 11584 0 1 1 172.16.1.1 50773 5805 0 5805 5801 1906 2 1906 0 0 0 1 1 1536926631867.230957 1536926646536.042969 14668.812000 25.167000 50.633000 14364.445000 88.710000 24.220000 49.398000 1 1 0 0 8192 0 0 24.418867 24.096000 31.393000 0.561148 2504 64 64 0.226244 0.010000 0.857000 0.420550 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 37648 8 47104 42340 0 225850 1 343 0 4 0 0 4 0 0 0 0 1 1 8 1 1590 1460 1018 888 621056 512 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 3739 2 - - 0 0 0 57.752000 88.710000 89.567000 0.000000 1713 0 - - 0.0 0.0 -
