#15#c_ip:1 c_port:2 c_pkts_all:3 c_rst_cnt:4 c_ack_cnt:5 c_ack_cnt_p:6 c_bytes_uniq:7 c_pkts_data:8 c_bytes_all:9 c_pkts_retx:10 c_bytes_retx:11 c_pkts_ooo:12 c_syn_cnt:13 c_fin_cnt:14 s_ip:15 s_port:16 s_pkts_all:17 s_rst_cnt:18 s_ack_cnt:19 s_ack_cnt_p:20 s_bytes_uniq:21 s_pkts_data:22 s_bytes_all:23 s_pkts_retx:24 s_bytes_retx:25 s_pkts_ooo:26 s_syn_cnt:27 s_fin_cnt:28 first:29 last:30 durat:31 c_first:32 s_first:33 c_last:34 s_last:35 c_first_ack:36 s_first_ack:37 c_isint:38 s_isint:39 c_iscrypto:40 s_iscrypto:41 con_t:42 p2p_t:43 http_t:44 c_rtt_avg:45 c_rtt_min:46 c_rtt_max:47 c_rtt_std:48 c_rtt_cnt:49 c_ttl_min:50 c_ttl_max:51 s_rtt_avg:52 s_rtt_min:53 s_rtt_max:54 s_rtt_std:55 s_rtt_cnt:56 s_ttl_min:57 s_ttl_max:58 p2p_st:59 ed2k_data:60 ed2k_sig:61 ed2k_c2s:62 ed2k_c2c:63 ed2k_chat:64 c_f1323_opt:65 c_tm_opt:66 c_win_scl:67 c_sack_opt:68 c_sack_cnt:69 c_mss:70 c_mss_max:71 c_mss_min:72 c_win_max:73 c_win_min:74 c_win_0:75 c_cwin_max:76 c_cwin_min:77 c_cwin_ini:78 c_pkts_rto:79 c_pkts_fs:80 c_pkts_reor:81 c_pkts_dup:82 c_pkts_unk:83 c_pkts_fc:84 c_pkts_unrto:85 c_pkts_unfs:86 c_syn_retx:87 s_f1323_opt:88 s_tm_opt:89 s_win_scl:90 s_sack_opt:91 s_sack_cnt:92 s_mss:93 s_mss_max:94 s_mss_min:95 s_win_max:96 s_win_min:97 s_win_0:98 s_cwin_max:99 s_cwin_min:100 s_cwin_ini:101 s_pkts_rto:102 s_pkts_fs:103 s_pkts_reor:104 s_pkts_dup:105 s_pkts_unk:106 s_pkts_fc:107 s_pkts_unrto:108 s_pkts_unfs:109 s_syn_retx:110 http_req_cnt:111 http_res_cnt:112 http_res:113 c_pkts_push:114 s_pkts_push:115 c_tls_SNI:116 s_tls_SCN:117 c_npnalpn:118 s_npnalpn:119 c_tls_sesid:120 c_last_handshakeT:121 s_last_handshakeT:122 c_appdataT:123 s_appdataT:124 c_appdataB:125 s_appdataB:126 fqdn:127 dns_rslv:128 req_tm:129 res_tm:130 http_hostname:131
172.16.1.200 60712 9 0 8 3 1767 4 1767 0 0 0 1 1 172.16.1.1 50120 7 0 7 3 1906 2 1906 0 0 0 1 1 1536953347036.754883 1536953347178.754883 142.000000 24.869000 49.512000 78.688000 78.144000 24.513000 49.169000 1 1 0 0 8192 0 0 24.792304 24.300000 26.551000 0.984547 5 64 64 0.124747 0.023000 0.357000 0.155830 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 1369 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 33024 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 4 2 - - 0 0 0 51.593000 78.144000 78.501000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 60716 11 0 10 3 3849 6 3849 0 0 0 1 1 172.16.1.1 50120 7 0 7 3 1906 2 1906 0 0 0 1 1 1536953346037.716064 1536953347178.784912 1141.069000 25.166000 50.258000 1077.876000 83.989000 24.364000 49.527000 1 1 0 0 8192 0 0 30.640323 24.165000 57.420000 13.266927 6 64 64 0.148996 0.012000 0.533000 0.256152 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 2120 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 37888 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 6 2 - - 0 0 0 54.756000 83.989000 84.522000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 60718 8 0 7 2 1767 4 1767 0 0 0 1 1 172.16.1.1 50120 8 0 8 4 1906 2 1906 0 0 0 1 1 1536953346037.795898 1536953347178.791992 1140.996000 25.096000 50.554000 1077.673000 85.866000 24.315000 49.451000 1 1 0 0 8192 0 0 31.418310 24.252000 61.939000 15.087655 6 64 64 1.589210 0.022000 5.957000 2.915862 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 1369 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 33024 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 4 2 - - 0 0 0 56.511000 85.866000 86.216000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 60714 13 0 12 3 4018 7 4018 1 0 0 1 2 172.16.1.1 50120 9 0 9 5 1906 2 1906 0 0 0 1 1 1536953346037.641113 1536953347409.104980 1371.464000 25.207000 50.269000 1077.819000 84.013000 24.417000 49.587000 1 1 0 0 8192 0 0 31.687139 24.312000 63.539000 15.725270 6 64 64 0.171246 0.020000 0.552000 0.254424 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 2289 1 343 1 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 39936 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 8 2 - - 0 0 0 54.796000 84.013000 84.565000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 58340 8 0 7 2 1767 4 1767 0 0 0 1 1 172.16.1.1 50773 7 0 7 3 1906 2 1906 0 0 0 1 1 1536953348660.712891 1536953348802.959961 142.247000 24.816000 49.700000 78.655000 78.243000 24.464000 49.198000 1 1 0 0 8192 0 0 24.844303 24.382000 26.594000 0.978029 5 64 64 0.598985 0.025000 1.949000 0.911664 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 1369 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 33024 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 4 2 - - 0 0 0 51.649000 78.243000 78.596000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 58338 9 0 8 3 1767 4 1767 0 0 0 1 1 172.16.1.1 50773 7 0 7 3 1906 2 1906 0 0 0 1 1 1536953345658.346924 1536953348802.980957 3144.634000 25.666000 287.570000 316.424000 316.018000 24.763000 50.029000 1 1 0 0 8192 0 0 24.901902 24.337000 26.488000 0.900537 5 64 64 0.118497 0.009000 0.352000 0.157282 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 1369 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 33024 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 4 2 - - 0 0 0 289.530000 316.018000 316.370000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 58336 13 0 12 3 5827 8 5827 0 0 0 1 1 172.16.1.1 50773 9 0 9 5 1906 2 1906 0 0 0 1 1 1536953345658.274902 1536953348802.999023 3144.724000 25.727000 51.119000 85.778000 84.778000 24.912000 50.121000 1 1 0 0 8192 0 0 30.442851 24.265000 61.849000 13.961014 7 64 64 0.153746 0.007000 0.528000 0.250246 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 4115 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 41984 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 8 2 - - 0 0 0 55.645000 84.778000 85.306000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 58334 14 0 13 3 5931 8 5931 1 0 1 1 2 172.16.1.1 50773 11 0 11 7 1906 2 1906 0 0 0 1 1 1536953345658.124023 1536953349029.235107 3371.111000 25.843000 51.334000 3081.290000 84.880000 25.033000 50.267000 1 1 0 0 8192 0 0 25.495890 24.399000 29.121000 2.040425 5 64 64 0.153496 0.008000 0.544000 0.260605 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 4202 1 343 1 0 1 0 0 0 0 0 0 1 1 8 1 3 1460 1018 888 44032 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 8 2 - - 0 0 0 55.759000 84.880000 85.424000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 56908 9 0 8 3 1767 4 1767 0 0 0 1 1 172.16.1.1 50796 7 0 7 3 1906 2 1906 0 0 0 1 1 1536953352424.733887 1536953352566.470947 141.737000 24.712000 49.554000 78.542000 78.014000 24.394000 49.046000 1 1 0 0 8192 0 0 24.756305 24.263000 26.497000 0.973429 5 64 64 0.114997 0.019000 0.351000 0.158223 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 1369 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 33024 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 4 2 - - 0 0 0 51.517000 78.014000 78.365000 0.000000 1713 0 - - 0.0 0.0 -
172.16.1.200 56910 9 0 8 3 1767 4 1767 0 0 0 1 1 172.16.1.1 50796 8 0 8 4 1906 2 1906 0 0 0 1 1 1536953351427.303955 1536953352566.607910 1139.304000 249.448000 274.421000 1075.990000 302.867000 24.386000 273.890000 1 1 0 0 8192 0 0 31.241479 24.282000 63.522000 15.838543 6 64 64 0.116247 0.021000 0.354000 0.159508 4 64 64 0 0 0 0 0 0 1 1 11 1 0 1460 1369 17 47104 42340 0 1369 1 343 0 0 0 0 0 0 0 0 0 1 1 8 1 0 1460 1018 888 33024 28960 0 1018 888 888 0 0 0 0 0 0 0 0 0 0 0 --- 4 2 - - 0 0 0 276.318000 302.867000 303.221000 0.000000 1713 0 - - 0.0 0.0 -
